sales,quantity,profit,label
75.96,2,22788.0,1
27.24,6,133476.0,1
40096.0,14,145348.0,1
4.72,2,1652.0,1
23976.0,3,74925.0,1
130464.0,6,440316.0,1
787.53,3,1653813.0,1
157794.0,1,-1157156.0,1
47.04,3,183456.0,1
30.84,4,13878.0,1
226.56,6,634368.0,1
115.02,9,51759.0,1
68.04,7,197316.0,1
600558.0,3,-85794.0,1
617.7,6,-407682.0,1
2388.0,2,-18308.0,1
243992.0,7,30499.0,1
81424.0,2,-91602.0,1
238.56,3,262416.0,1
59.97,5,-11994.0,1
78304.0,2,29364.0,1
21456.0,9,69732.0,1
20.04,3,96192.0,1
35.44,1,166568.0,1
11.52,4,3456.0,1
4.02,2,19698.0,1
76176.0,3,266616.0,1
65.88,6,184464.0,1
43.12,14,206976.0,1
82.8,2,10.35,1
8.82,3,23814.0,1
10.86,3,51042.0,1
143.7,3,68976.0,1
839.43,3,2182518.0,1
671.93,7,201579.0,1
93888.0,4,129096.0,1
384.45,11,1038015.0,1
149.97,3,59988.0,1
1951.84,8,585552.0,1
171.55,5,806285.0,1
157.92,5,17766.0,1
203184.0,2,152388.0,1
58.38,7,26271.0,1
105.52,4,485392.0,1
80.88,6,210288.0,1
6.63,3,17901.0,1
457568.0,2,514764.0,1
14.62,2,68714.0,1
944.93,7,2362325.0,1
5.98,1,2691.0,1
54384.0,2,13596.0,1
28.4,5,13348.0,1
27.68,2,9688.0,1
9936.0,3,27324.0,1
8159952.0,8,-1359992.0,1
275928.0,3,-586347.0,1
1740.06,9,-24858.0,1
32064.0,6,68136.0,1
177.98,5,-453849.0,1
143976.0,3,89985.0,1
20.94,3,98418.0,1
110.96,2,532608.0,1
340144.0,7,21259.0,1
52448.0,2,-131.12,1
20.16,4,6552.0,1
97264.0,4,-243.16,1
396802.0,7,-113372.0,1
15.88,5,-37715.0,1
3.28,1,14104.0,1
24816.0,2,18612.0,1
408744.0,7,766395.0,1
503.96,4,1310296.0,1
149.95,5,41986.0,1
29.0,2,7.25,1
7.16,2,34368.0,1
176.8,8,22984.0,1
37224.0,3,37224.0,1
20016.0,3,6255.0,1
899136.0,4,112392.0,1
71.76,6,200928.0,1
51.84,8,248832.0,1
626352.0,3,469764.0,1
19.9,5,6567.0,1
14.28,7,67116.0,1
7408.0,2,12038.0,1
6048.0,3,15876.0,1
46.26,3,120276.0,1
2946.0,2,-22586.0,1
16056.0,3,58203.0,1
21744.0,3,6795.0,1
218.75,2,-161875.0,1
2.6,1,2925.0,1
66284.0,2,-1789668.0,1
35168.0,7,96712.0,1
444768.0,4,444768.0,1
83.92,4,58744.0,1
131.98,2,356346.0,1
15.92,4,74824.0,1
52.29,9,162099.0,1
91.99,1,36796.0,1
20.8,2,6.5,1
23.68,2,8.88,1
452.45,5,-244323.0,1
62982.0,3,-146958.0,1
1188.0,9,-950.4,1
89584.0,2,44792.0,1
93.06,6,260568.0,1
302376.0,3,226782.0,1
5584.0,2,18148.0,1
22704.0,6,82302.0,1
19776.0,4,-138432.0,1
72704.0,4,190848.0,1
479988.0,4,-3839904.0,1
27168.0,2,27168.0,1
2.2,1,968.0,1
622.45,5,136939.0,1
21.98,1,2198.0,1
161568.0,2,-282744.0,1
389696.0,8,438408.0,1
18648.0,7,-12432.0,1
233.86,2,-102048.0,1
6206145.0,3,-2482458.0,1
5328.0,2,-3552.0,1
258072.0,3,0.0,1
617976.0,3,-77247.0,1
10.56,2,4752.0,1
25.92,5,9396.0,1
419.68,5,-356728.0,1
11688.0,3,-46752.0,1
31984.0,2,111944.0,1
177225.0,5,-120513.0,1
4044.0,3,-28308.0,1
7408.0,2,12038.0,1
2001.86,7,5805394.0,0
166.72,2,41.68,1
47.88,6,23.94,1
1503.25,5,4960725.0,1
25.92,4,124416.0,1
321568.0,2,281372.0,1
7.61,1,35767.0,1
3347.37,13,6360003.0,0
80.58,6,225624.0,1
361.92,4,162864.0,1
12132.0,9,-84924.0,1
82368.0,2,-195624.0,1
53.92,5,4044.0,1
647904.0,6,566916.0,1
20.37,3,69258.0,1
221.55,3,66465.0,1
17.52,5,6132.0,1
1624.0,2,-4466.0,1
3059982.0,3,-509997.0,1
2519958.0,7,-2519958.0,1
328224.0,4,287196.0,1
79.9,2,35156.0,1
14016.0,3,47304.0,1
7.56,6,3024.0,1
37208.0,1,-74416.0,1
57576.0,3,21591.0,1
725.84,4,2104936.0,1
209.93,7,923692.0,1
5.28,3,23232.0,1
10.92,3,4095.0,1
8.82,2,40572.0,1
5.98,1,15548.0,1
11648.0,2,40768.0,1
18176.0,4,59072.0,1
59712.0,6,59712.0,1
24.84,3,8694.0,1
2.08,5,-3432.0,1
1114.4,7,376.11,1
1038.84,5,51942.0,1
141.76,5,47844.0,1
239.8,5,47.96,1
31104.0,6,108864.0,1
254058.0,7,-169372.0,1
194528.0,2,24316.0,1
961.48,5,-2043145.0,1
19096.0,7,66836.0,1
18496.0,8,62424.0,1
255984.0,2,543966.0,1
86.97,3,-487032.0,1
300416.0,8,788592.0,1
230352.0,3,201558.0,1
218352.0,3,-245646.0,1
78.6,5,-62.88,1
27552.0,3,92988.0,1
32.4,5,15552.0,1
1082.48,8,108248.0,1
56.91,3,273168.0,1
77.6,4,38024.0,1
14.28,1,65688.0,1
219075.0,3,-131445.0,1
26.8,2,12864.0,1
9.84,3,28536.0,1
45.48,3,209208.0,1
289.2,6,83868.0,1
4.89,1,21949.0,1
15136.0,4,35948.0,1
466768.0,2,525114.0,1
15232.0,1,17136.0,1
6264.0,3,20358.0,1
87.54,3,376422.0,1
178384.0,2,22298.0,1
15552.0,3,54432.0,1
99136.0,4,86744.0,1
135882.0,1,241568.0,1
3991.98,2,1995.99,1
275.94,6,800226.0,1
360.0,4,129.6,1
43.57,1,13071.0,1
7.16,2,3.58,1
251.52,6,81744.0,1
99.99,1,349965.0,1
15992.0,1,9995.0,1
290898.0,3,-678762.0,1
54224.0,2,3389.0,1
786744.0,4,-2585016.0,1
100.24,10,33831.0,1
37764.0,6,-276936.0,1
82.8,2,-20.7,1
20724.0,2,-13816.0,1
4896.0,3,-34272.0,1
4752.0,1,16038.0,1
959984.0,2,3359944.0,1
14368.0,4,4.49,1
7712.0,2,27956.0,1
698352.0,3,-174588.0,1
4.96,4,23312.0,1
17856.0,4,1116.0,1
509.97,10,-407976.0,1
30992.0,13,100724.0,1
71928.0,12,83916.0,1
88.8,4,-2.22,1
47976.0,3,47976.0,1
7.56,3,30996.0,1
24.56,2,115432.0,1
12.96,2,41472.0,1
6.79,1,23086.0,1
24.56,2,115432.0,1
3048.0,1,10668.0,1
49.12,4,230864.0,1
4355168.0,4,14154296.0,0
388704.0,6,-48588.0,1
8.26,2,37996.0,1
17.04,4,69864.0,1
34.4,5,15824.0,1
36.24,5,11325.0,1
647.84,8,1684384.0,1
20.7,2,9936.0,1
20.7,2,9936.0,1
488646.0,3,868704.0,1
5.56,2,14456.0,1
47.12,8,207328.0,1
211.96,4,84784.0,1
23.2,4,10.44,1
7.36,2,1472.0,1
104.79,7,293412.0,1
1043.92,4,2714192.0,1
25.92,5,9396.0,1
53424.0,3,46746.0,1
8.16,5,-5712.0,1
1023936.0,8,1791888.0,1
9.24,1,924.0,1
479.04,10,-29.94,1
99136.0,4,30.98,1
1488424.0,7,-2976848.0,1
8652.0,3,-203322.0,1
23832.0,3,26811.0,1
12176.0,4,-188728.0,1
50.96,7,25.48,1
49536.0,3,173376.0,1
41.9,2,8799.0,1
3754575.0,3,-1570095.0,1
83976.0,3,-10497.0,1
482.34,4,-337638.0,1
2.96,1,777.0,1
2624.0,1,4264.0,1
23.36,4,7884.0,1
39.98,2,135932.0,1
246384.0,2,277182.0,1
1799.97,3,7019883.0,0
12462.0,3,-205623.0,1
75792.0,3,255798.0,1
49.96,2,94924.0,1
12.96,2,62208.0,1
70.12,4,21036.0,1
35952.0,3,35952.0,1
23962656.0,4,-3171528.0,1
131136.0,4,-32784.0,1
57584.0,2,7198.0,1
9568.0,2,34684.0,1
39072.0,6,9768.0,1
35.91,3,96957.0,1
179.95,5,377895.0,1
1199976.0,3,4349913.0,1
27.15,5,133035.0,1
1004024.0,7,-1129527.0,1
9.68,1,46464.0,1
28.35,9,13608.0,1
55.98,1,274302.0,1
1336829.0,13,314548.0,1
113568.0,2,-184548.0,1
139.86,7,657342.0,1
307136.0,4,268744.0,1
95.92,8,258984.0,1
383.8,5,38.38,1
5.78,1,28322.0,1
9.32,4,27028.0,1
15.25,1,7015.0,1
196752.0,6,565662.0,1
56.56,4,147056.0,1
32.7,3,8502.0,1
866.4,4,225264.0,1
28.4,2,11076.0,1
287.92,8,1382016.0,1
69.99,1,300957.0,1
6672.0,6,5004.0,1
189588.0,2,-1453508.0,1
408744.0,7,766395.0,1
291.96,5,547425.0,1
4768.0,2,-7748.0,1
714.3,5,207147.0,1
4812.0,2,-36892.0,1
247.8,5,-18585.0,1
1007979.0,3,431991.0,1
313488.0,7,1136394.0,1
31872.0,8,115536.0,1
207846.0,3,23094.0,1
12.22,1,3666.0,1
194.94,3,233928.0,1
70.95,3,205755.0,1
91.36,4,420256.0,1
242.94,3,291528.0,1
22.05,7,10584.0,1
2.91,1,13677.0,1
59.52,3,154752.0,1
161.94,3,97164.0,1
263.88,6,712476.0,1
30.48,3,79248.0,1
9.84,3,28536.0,1
35.12,4,91312.0,1
284364.0,2,-758304.0,1
665408.0,2,665408.0,1
63.88,4,249132.0,1
129568.0,2,-24294.0,1
747558.0,3,-961146.0,1
8928.0,2,3348.0,1
103.92,4,36372.0,1
899.91,9,3779622.0,1
51312.0,3,186006.0,1
23.56,5,7068.0,1
1272.63,6,-8144832.0,1
28485.0,5,-20889.0,1
185376.0,2,-34758.0,1
78272.0,2,58704.0,1
254744.0,7,-3120614.0,1
2053328.0,2,-362352.0,1
4788.0,3,-79002.0,1
55.48,1,266304.0,1
340.92,3,34092.0,1
222666.0,2,104784.0,1
703968.0,4,87996.0,1
92.52,6,249804.0,1
62.65,7,28819.0,1
94.85,5,45528.0,1
95.76,6,7182.0,1
40.2,3,19296.0,1
14.7,5,6615.0,1
704.25,5,84.51,1
9.09,3,19089.0,1
5.96,2,16688.0,1
159.98,2,575928.0,1
29.6,2,14.8,1
514165.0,5,-30245.0,1
279.96,5,174975.0,1
2735952.0,6,341994.0,1
7992.0,1,5994.0,1
63984.0,2,103974.0,1
70368.0,2,61572.0,1
449.15,5,8983.0,1
11.07,3,50922.0,1
93.98,2,131572.0,1
189882.0,3,-94941.0,1
105.42,2,516558.0,1
119616.0,8,403704.0,1
255.76,4,818432.0,1
241568.0,2,181176.0,1
69.3,9,22869.0,1
22.62,2,-15.08,1
14952.0,2,-119616.0,1
801568.0,2,50098.0,1
2376.0,3,-19008.0,1
32792.0,1,118871.0,1
15.92,5,5373.0,1
2.74,1,7398.0,1
8.34,3,21684.0,1
46.74,3,11685.0,1
6354.95,5,3177475.0,1
126.3,3,40416.0,1
38.04,2,121728.0,1
7152.0,3,7152.0,1
6.63,3,17901.0,1
5.88,2,17052.0,1
2999.95,5,1379977.0,1
51.45,3,138915.0,1
11.96,2,5382.0,1
1126.02,3,56301.0,1
18392.0,1,52877.0,1
129568.0,2,-259136.0,1
14112.0,9,-21168.0,1
210.98,2,21098.0,1
55176.0,3,-124146.0,1
66.26,2,271666.0,1
22.2,5,10434.0,1
683952.0,3,42747.0,1
45696.0,3,51408.0,1
36336.0,3,-72672.0,1
666248.0,1,-1499058.0,1
52512.0,6,19692.0,1
190.72,1,11.92,1
47.94,3,2397.0,1
979.95,5,274386.0,1
22.75,5,11375.0,1
16768.0,2,14672.0,1
42616.0,7,-681856.0,1
10752.0,4,3.36,1
152.94,3,412938.0,1
283.92,4,70.98,1
468.9,6,206316.0,1
380864.0,8,380864.0,1
646776.0,9,-1455246.0,1
58112.0,2,7264.0,1
100792.0,1,62995.0,1
66112.0,4,-842928.0,1
41.28,6,13932.0,1
13.36,2,64128.0,1
250272.0,9,15642.0,1
11364.0,3,-17046.0,1
8.72,5,-1744.0,1
1121568.0,2,0.0,1
34504.0,1,60382.0,1
10824.0,3,25707.0,1
1295.78,2,3109872.0,1
19456.0,4,34048.0,1
20.7,2,9936.0,1
1335.68,4,-217048.0,1
32.4,5,15552.0,1
42.6,3,16614.0,1
84056.0,7,273182.0,1
13.0,5,1.3,1
13128.0,3,37743.0,1
3.96,2,0.0,1
2.61,1,12006.0,1
374376.0,3,46797.0,1
91.84,8,450016.0,1
81088.0,7,273672.0,1
19.44,3,93312.0,1
451152.0,3,0.0,1
72.45,7,34776.0,1
13.96,4,64216.0,1
33264.0,7,112266.0,1
14.85,3,41995.0,1
8.82,3,23814.0,1
160.72,14,787528.0,1
19.92,4,97608.0,1
7.3,2,2.19,1
69712.0,2,8714.0,1
8792.0,1,-57148.0,1
51.52,4,15456.0,1
470376.0,3,529173.0,1
105584.0,2,92386.0,1
31152.0,3,35046.0,1
6783.0,7,-47481.0,1
406368.0,4,304776.0,1
70.98,1,49686.0,1
294.93,3,1445157.0,1
84784.0,2,-201362.0,1
20736.0,4,72576.0,1
16821.0,3,-128961.0,1
10368.0,2,36288.0,1
9344.0,2,1168.0,1
31.2,3,9.75,1
76.12,2,220748.0,1
1199976.0,3,4349913.0,1
445.96,5,55745.0,1
327.76,8,917728.0,1
11632.0,2,10178.0,1
143982.0,3,-287964.0,1
494376.0,4,-1153544.0,1
5.84,2,0.73,1
142776.0,1,17847.0,1
45696.0,3,51408.0,1
7218.0,3,-55338.0,1
43188.0,4,-316712.0,1
131904.0,3,478152.0,1
3282.0,2,-26256.0,1
21168.0,9,23814.0,1
55188.0,2,-101178.0,1
369576.0,3,415773.0,1
15712.0,4,56956.0,1
8448.0,2,2.64,1
728946.0,9,-1579383.0,1
119.94,10,15992.0,1
3648.0,2,-27968.0,1
40.48,2,157872.0,1
9.94,2,30814.0,1
107424.0,9,33.57,1
37.91,1,109939.0,1
88.02,3,272862.0,1
8.69,5,-14773.0,1
301.96,2,875684.0,1
555.21,5,178901.0,1
523.48,4,130.87,1
161.82,9,469278.0,1
35.56,7,120904.0,1
97.16,2,281764.0,1
15.24,5,51435.0,1
13.23,3,60858.0,1
243384.0,3,-517191.0,1
119.8,5,29.95,1
300768.0,4,300768.0,1
17.88,3,24585.0,1
235944.0,3,855297.0,1
392.94,3,432234.0,1
18882.0,3,-138468.0,1
122328.0,3,122328.0,1
1049.2,5,272792.0,1
15424.0,4,50128.0,1
18.84,3,60288.0,1
330.4,2,85904.0,1
26.25,7,12.6,1
132.52,4,543332.0,1
6.48,1,31752.0,1
209.3,2,56511.0,1
31.56,5,98625.0,1
30144.0,2,30144.0,1
14.8,4,6068.0,1
302376.0,3,226782.0,1
316.0,4,31.6,1
379.4,10,178318.0,1
97.82,2,459754.0,1
103.12,8,10312.0,1
113552.0,2,85164.0,1
3318.0,2,-26544.0,1
134288.0,2,453222.0,1
701372.0,2,-50098.0,1
2308.0,2,-3462.0,1
999432.0,7,124929.0,1
724.08,14,-135765.0,1
918785.0,5,-1181295.0,1
2724.0,3,-42222.0,1
459.95,5,18398.0,1
10.74,3,52626.0,1
23.76,3,2079.0,1
85056.0,3,287064.0,1
381576.0,3,286182.0,1
30.36,5,87285.0,1
23976.0,3,-143856.0,1
108925.0,1,-718905.0,1
36352.0,8,11.36,1
19.56,5,17115.0,1
61.44,3,165888.0,1
38.9,5,17505.0,1
99.39,3,407499.0,1
2688.0,3,-7392.0,1
27816.0,3,45201.0,1
82524.0,3,-41262.0,1
182994.0,3,-3202395.0,1
14352.0,3,46644.0,1
64.96,2,25984.0,1
68.6,4,18522.0,1
7999.98,4,-38399904.0,2
167.44,2,14651.0,1
479.97,3,1631898.0,1
14.62,2,68714.0,1
19.44,3,93312.0,1
191984.0,2,47996.0,1
104.01,1,145614.0,1
284.82,1,740532.0,1
36.84,3,103152.0,1
166.24,1,24936.0,1
33.4,5,16032.0,1
198272.0,8,173488.0,1
47.36,4,17.76,1
200984.0,7,628075.0,1
97696.0,4,317512.0,1
2696.0,1,8088.0,1
18588.0,2,-136312.0,1
4896.0,3,-34272.0,1
15072.0,3,41448.0,1
209.88,3,356796.0,1
369912.0,3,-138717.0,1
10368.0,2,36288.0,1
166.84,5,187695.0,1
15216.0,1,22824.0,1
119.96,4,527824.0,1
883.92,5,-110.49,1
46.72,8,15768.0,1
55.48,1,266304.0,1
24448.0,4,88624.0,1
281.34,6,1097226.0,1
307.98,2,893142.0,1
299.97,3,1139886.0,1
19.92,5,6972.0,1
9.94,2,30814.0,1
103056.0,3,244758.0,1
59808.0,3,194376.0,1
73.32,6,21996.0,1
146.82,3,73.41,1
1652.94,3,2314116.0,1
296.37,3,800199.0,1
129.92,5,21112.0,1
45584.0,7,51282.0,1
17568.0,2,63684.0,1
55992.0,1,55992.0,1
182.72,8,840512.0,1
400032.0,2,-1533456.0,1
33.63,3,10089.0,1
542646.0,3,1024998.0,1
6.3,2,3024.0,1
242.94,3,97176.0,1
179.97,3,863856.0,1
99696.0,6,336474.0,1
27936.0,4,94284.0,1
84.98,1,186956.0,1
18.72,5,6552.0,1
49.98,2,84966.0,1
11784.0,3,42717.0,1
272736.0,3,-647748.0,1
3.54,2,-5487.0,1
51.52,5,-10948.0,1
3528.0,1,11466.0,1
4624.0,1,16762.0,1
55168.0,4,62064.0,1
567.12,10,-28356.0,1
359.32,4,71864.0,1
11992.0,1,8994.0,1
58.05,3,26703.0,1
157.74,11,567864.0,1
56.98,7,22792.0,1
2.88,1,14112.0,1
1199976.0,3,3749925.0,1
79.92,4,287712.0,1
383438.0,4,-1673184.0,1
24.56,2,68768.0,1
119.8,4,47.92,1
13128.0,3,42666.0,1
22.72,4,10224.0,1
58.32,9,279936.0,1
12.39,3,56994.0,1
107982.0,3,-269955.0,1
11.36,2,53392.0,1
50.94,3,25.47,1
646.74,6,258696.0,1
5.64,3,27072.0,1
572.58,6,343548.0,1
310.88,2,23316.0,1
641.96,2,1797488.0,1
18.28,2,9.14,1
207.0,3,51.75,1
32.35,5,16175.0,1
7.71,1,34695.0,1
40.3,2,10881.0,1
34.58,7,145236.0,1
32.76,7,36855.0,1
544008.0,3,408006.0,1
59.94,3,281718.0,1
23.92,4,117208.0,1
4.28,1,1926.0,1
32.07,5,-22449.0,1
24.0,2,-2.7,1
35.49,1,-156156.0,1
47984.0,2,5998.0,1
186.69,3,877443.0,1
17456.0,2,58914.0,1
348928.0,2,348928.0,1
143.96,4,691008.0,1
15.42,1,41634.0,1
43.04,8,210896.0,1
332.94,3,799056.0,1
1363.96,5,852475.0,1
9.96,2,45816.0,1
21.72,4,106428.0,1
20.16,7,98784.0,1
132.79,7,637392.0,1
12.96,2,62208.0,1
21.56,7,103488.0,1
283.92,5,17745.0,1
22.23,1,73359.0,1
215968.0,2,188972.0,1
355.32,9,994896.0,1
12.96,2,62208.0,1
18.28,2,62152.0,1
43176.0,3,43176.0,1
1983968.0,4,247996.0,1
28.4,2,11076.0,1
149.97,3,509898.0,1
11.52,4,32256.0,1
1298.55,5,311652.0,1
213.92,4,620368.0,1
25.78,2,2578.0,1
18.28,2,62152.0,1
1399.93,7,6019699.0,0
51.84,8,248832.0,1
5344.0,1,18704.0,1
41472.0,8,145152.0,1
3168.0,3,-24288.0,1
1228465.0,5,0.0,1
31086.0,3,-227964.0,1
335.52,4,117432.0,1
239.97,3,71991.0,1
9.82,2,48118.0,1
67.8,4,4068.0,1
167.97,3,403128.0,1
35.0,7,16.8,1
37.24,4,107996.0,1
15.28,2,74872.0,1
301.96,2,90588.0,1
180.66,3,505848.0,1
191.98,2,518346.0,1
65.99,1,171574.0,1
35216.0,2,26412.0,1
23696.0,2,65164.0,1
265475.0,1,-1114995.0,1
51184.0,4,-793352.0,1
9664.0,2,32616.0,1
21072.0,3,15804.0,1
60.45,3,163215.0,1
11.52,4,33408.0,1
186048.0,4,93024.0,1
37.44,4,11.7,1
26976.0,4,87672.0,1
11.36,2,32944.0,1
14.62,2,68714.0,1
83.72,7,234416.0,1
287.94,3,777438.0,1
48896.0,4,85568.0,1
115.36,7,496048.0,1
5.16,2,13416.0,1
38.88,6,186624.0,1
185.88,6,501876.0,1
44.46,2,146718.0,1
242.94,3,97176.0,1
39.96,2,187812.0,1
102.3,10,26598.0,1
21.36,2,57672.0,1
7.61,1,35767.0,1
7.16,2,3.58,1
7.36,2,1472.0,1
23.1,2,10626.0,1
191472.0,6,406878.0,1
5248.0,2,5904.0,1
59184.0,2,51786.0,1
2.89,1,13583.0,1
51.94,1,212954.0,1
15936.0,4,51792.0,1
44.91,6,-35928.0,1
1141.47,5,-760.98,1
280782.0,3,-46797.0,1
34.44,3,17.22,1
11.36,2,52256.0,1
106344.0,7,372204.0,1
192.16,5,67256.0,1
322.59,3,64518.0,1
29.99,1,131956.0,1
371.97,3,669546.0,1
5892.0,4,-41244.0,1
68472.0,3,231093.0,1
1242.9,5,262.39,1
30.84,2,83268.0,1
13.48,4,59312.0,1
31.4,5,10048.0,1
17.46,2,59364.0,1
13944.0,3,45318.0,1
83.76,12,16752.0,1
37.66,7,184534.0,1
34.68,6,169932.0,1
149.95,5,14995.0,1
51312.0,3,186006.0,1
4.54,1,2043.0,1
15.92,4,54128.0,1
543.92,8,135.98,1
155.82,7,420714.0,1
70008.0,3,245028.0,1
15648.0,2,50856.0,1
103.6,7,51.8,1
46.96,8,225408.0,1
8904.0,2,-65296.0,1
10.44,5,3393.0,1
18336.0,4,-32088.0,1
323976.0,3,202485.0,1
20.04,3,96192.0,1
64.96,2,25984.0,1
12.96,2,62208.0,1
323136.0,4,121176.0,1
90.93,7,27279.0,1
52776.0,3,19791.0,1
1199.8,4,323946.0,1
1928.78,7,8293754.0,0
352.38,2,810474.0,1
22.2,6,9102.0,1
46.94,1,192454.0,1
143.73,9,560547.0,1
99918.0,2,-185562.0,1
797944.0,4,-56996.0,1
8568.0,3,-145656.0,1
149352.0,3,504063.0,1
12992.0,1,-812.0,1
24.56,2,68768.0,1
85.14,3,349074.0,1
21.99,1,105552.0,1
406.6,5,113848.0,1
841568.0,2,2945488.0,1
15552.0,3,54432.0,1
252.0,5,53.55,1
46.2,4,12936.0,1
28.84,2,95172.0,1
14592.0,3,25536.0,1
89856.0,3,213408.0,1
13872.0,3,50286.0,1
12192.0,3,41148.0,1
45056.0,8,152064.0,1
29718.0,6,-217932.0,1
15552.0,3,54432.0,1
447696.0,2,335772.0,1
159.99,1,543966.0,1
12.96,2,62208.0,1
134.48,4,349648.0,1
17.12,2,80464.0,1
6096.0,2,22098.0,1
1114272.0,4,417852.0,1
32.4,5,15552.0,1
540.57,3,1405482.0,1
167.76,5,62.91,1
393165.0,3,-2044458.0,1
516488.0,7,-129122.0,1
1007232.0,6,755424.0,1
2065.32,12,-619596.0,1
15552.0,3,54432.0,1
25344.0,6,7.92,1
25472.0,4,76416.0,1
27168.0,2,27168.0,1
788528.0,2,-11596.0,1
173.8,5,43.45,1
29592.0,1,25893.0,1
4752.0,2,-3168.0,1
15552.0,3,56376.0,1
204.6,2,53196.0,1
321568.0,2,281372.0,1
6.24,2,30576.0,1
21.88,2,10.94,1
4608.0,2,16704.0,1
9.82,2,48118.0,1
35.97,3,97119.0,1
12.96,2,62208.0,1
191.6,4,91968.0,1
8.64,3,42336.0,1
501.81,3,0.0,1
127104.0,6,285984.0,1
124.2,3,-31.05,1
18588.0,2,-136312.0,1
30072.0,3,101493.0,1
160.93,7,32186.0,1
75792.0,3,255798.0,1
1.08,2,-792.0,1
3059982.0,2,679996.0,1
3282.0,2,-26256.0,1
34.02,3,166698.0,1
599292.0,6,932232.0,1
3392.0,1,8056.0,1
559984.0,2,559984.0,1
603.92,5,75.49,1
7968.0,2,25896.0,1
27968.0,4,94392.0,1
336.51,3,44868.0,1
1112.0,2,-18904.0,1
520.05,5,72807.0,1
17.97,3,52113.0,1
1166.92,5,1312785.0,1
14624.0,2,5484.0,1
10.23,3,49104.0,1
154.9,5,69705.0,1
2715.93,7,12764871.0,0
617.97,3,1730316.0,1
10.67,1,49082.0,1
36.63,3,98901.0,1
24.1,5,9158.0,1
33.11,7,129129.0,1
44.02,2,114452.0,1
2309.65,7,7621845.0,0
1090782.0,7,-2908752.0,1
19.44,3,93312.0,1
484.65,3,920835.0,1
115296.0,3,403536.0,1
7.08,3,2478.0,1
4401.0,3,-35208.0,1
44.75,5,20585.0,1
95984.0,2,5999.0,1
151.72,4,273096.0,1
155.25,3,46575.0,1
14.03,1,40687.0,1
1618.37,13,3560414.0,1
99.6,1,36852.0,1
32.4,5,15552.0,1
13.96,2,67008.0,1
155.82,3,638862.0,1
124.95,5,2499.0,1
601.65,5,156429.0,1
22.74,3,88686.0,1
1267.53,3,3168825.0,1
1379.92,8,6485624.0,0
